id,customer_id,title,description,category,priority,status,assigned_agent,created_at,updated_at,resolved_at
197,415,"Dashboard timeout on analytics export","CuraHealth Systems is seeing timeout errors when exporting analytics for their Healthcare workflow. The issue blocks their weekly operations review.",Technical,Medium,Closed,Sneha_Reddy,"2026-01-22 13:24:17","2026-01-26 03:31:24","2026-01-26 03:31:24"
198,15,"Invoice mismatch after renewal","CuraHealth Systems reports that the latest Premium renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Escalated,Sneha_Reddy,"2026-06-23 04:33:17","2026-06-27 12:20:08",NULL
199,133,"SSO login redirects to error page","Pranav Pillai cannot complete SSO login for BioSync Healthcare. Users are redirected to an error page after identity-provider authentication.",Account,High,Open,Ravi_Kumar,"2026-05-31 11:30:17","2026-06-16 20:51:00",NULL
200,49,"Slack alerts not firing","DataBridge Analytics configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,High,Resolved,Meera_Joshi,"2026-05-18 13:27:17","2026-05-22 12:58:09","2026-05-22 12:58:09"
201,256,"Improving Analytics for EdTech Workflows","Meera Mukherjee needs better analytics tools to streamline her EdTech workflows.",Technical,Medium,Open,Ananya_Iyer,"2026-01-06 12:57:17","2026-07-01 17:01:33",NULL
202,228,"Enhancing Support for Complex Health Conditions","Karan Reddy requires more support tailored to complex health conditions.",Account,Medium,Open,Priya_Sharma,"2026-06-05 08:45:17","2026-06-09 08:48:49",NULL
203,414,"Better Integration for AI/ML SaaS Workflows","James Mishra needs better integration features for his AI/ML SaaS business.",Onboarding,Medium,Open,Meera_Joshi,"2026-05-21 06:30:17","2026-05-23 22:48:54",NULL
204,371,"Enhancing Security Measures for FinTech Workflows","Pranav Mukherjee requires better security measures to protect his FinTech business.",Account,Medium,Open,Meera_Joshi,"2026-05-31 13:37:17","2026-06-23 06:35:02",NULL
205,396,"Improving Integration for AI/ML SaaS Workflows","Nikhil Williams needs better integration features for his AI/ML SaaS business.",Onboarding,Medium,Open,Vikram_Rao,"2026-01-06 05:54:17","2026-01-18 23:38:53",NULL
206,256,"Dashboard timeout on analytics export","CuraHealth Systems is seeing timeout errors when exporting analytics for their EdTech workflow. The issue blocks their weekly operations review.",Technical,Medium,Closed,Arjun_Mehta,"2026-05-08 12:01:17","2026-05-09 00:52:24","2026-05-09 00:52:24"
207,228,"Legacy CRM import failing","CuraHealth Systems is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Medium,Open,Ravi_Kumar,"2026-06-13 04:53:17","2026-06-27 14:43:41",NULL
208,414,"Dashboard timeout on analytics export","CartFlow Retail is seeing timeout errors when exporting analytics for their AI/ML SaaS workflow. The issue blocks their weekly operations review.",Technical,High,Resolved,Meera_Joshi,"2026-06-26 12:59:17","2026-07-01 08:00:02","2026-07-01 08:00:02"
209,371,"Invoice mismatch after renewal","ShopVault Commerce reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Medium,Closed,Karthik_Nair,"2026-06-28 13:00:17","2026-06-29 17:02:35","2026-06-29 17:02:35"
210,396,"Invoice mismatch after renewal","CloudMind Systems reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Critical,Open,Ravi_Kumar,"2026-01-18 07:53:17","2026-04-19 06:16:38",NULL
211,418,"Advanced Analytics Request","Aditya Deshpande from MarketPulse AI needs more advanced analytics.",Technical,Medium,Open,Meera_Joshi,"2026-01-06 08:42:17","2026-05-19 08:02:41",NULL
212,241,"Better Reporting Needed for Healthcare Workflows","Nisha Malhotra from BioSync Healthcare needs better reporting tools.",Technical,Medium,Open,Ananya_Iyer,"2026-03-11 04:19:17","2026-04-06 23:04:40",NULL
213,107,"More Advanced Analytics Tools Needed","James Kumar from MarketPulse AI needs more advanced analytics tools.",Technical,Medium,Open,Ananya_Iyer,"2026-05-31 06:12:17","2026-06-24 15:24:20",NULL
214,439,"Customer Feedback Needed for FinTech SaaS","Anjali Das from MarketPulse AI needs more customer feedback.",Account,Medium,Open,Suresh_Babu,"2026-05-31 12:28:17","2026-06-14 21:17:17",NULL
215,481,"Better Analytics for AI/ML SaaS Workflows","Aryan Brown from DataBridge Analytics needs better analytics tools.",Technical,Medium,Open,Meera_Joshi,"2026-01-06 04:17:17","2026-05-19 11:54:59",NULL
216,418,"SSO login redirects to error page","Aditya Deshpande cannot complete SSO login for MarketPulse AI. Users are redirected to an error page after identity-provider authentication.",Account,Medium,"In Progress",Suresh_Babu,"2026-03-26 04:46:17","2026-04-07 23:00:10",NULL
217,241,"SSO login redirects to error page","Nisha Malhotra cannot complete SSO login for BioSync Healthcare. Users are redirected to an error page after identity-provider authentication.",Account,Medium,"In Progress",Priya_Sharma,"2026-04-04 14:00:17","2026-04-16 10:40:52",NULL
218,107,"Invoice mismatch after renewal","MarketPulse AI reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Resolved,Suresh_Babu,"2026-06-18 12:58:17","2026-06-25 01:50:03","2026-06-25 01:50:03"
219,439,"Invoice mismatch after renewal","MarketPulse AI reports that the latest Premium renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Closed,Divya_Pillai,"2026-06-10 03:23:17","2026-06-10 07:09:12","2026-06-10 07:09:12"
220,481,"Invoice mismatch after renewal","DataBridge Analytics reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Low,Resolved,Ananya_Iyer,"2026-06-05 02:52:17","2026-06-10 10:23:56","2026-06-10 10:23:56"
221,260,"Need better analytics for EdTech workflows","Yash Khan from MediTrack Health needs better analytics tools to improve his EdTech workflow.",Technical,Medium,Open,Vikram_Rao,"2026-03-12 03:38:17","2026-05-06 02:11:45",NULL
222,266,"Needs better analytics for EdTech workflows","Gaurav Malhotra from SkillForge Academy needs better analytics tools to improve his EdTech workflow.",Technical,Medium,Open,Sneha_Reddy,"2026-01-06 02:51:17","2026-03-21 07:18:39",NULL
223,75,"Need better support for complex customer inquiries","Ashley Mehta from DataBridge Analytics needs better support for her complex customer inquiries.",Account,Medium,Open,Ananya_Iyer,"2026-06-05 08:05:17","2026-07-02 15:03:17",NULL
224,338,"Needs better reporting for FinTech workflows","Ishaan Pillai from FinEdge Capital needs better reporting tools to improve his FinTech workflow.",Technical,Medium,Open,Divya_Pillai,"2026-01-06 03:52:17","2026-06-11 16:13:22",NULL
225,303,"Limited access to advanced features","Gaurav Chopra from EduPeak Learning needs better access to advanced features.",Account,Medium,Open,Arjun_Mehta,"2026-05-11 11:44:17","2026-06-05 05:21:32",NULL
226,260,"SSO login redirects to error page","Yash Khan cannot complete SSO login for MediTrack Health. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Open,Vikram_Rao,"2026-03-27 07:01:17","2026-04-15 09:59:31",NULL
227,266,"Legacy CRM import failing","SkillForge Academy is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,High,Closed,Divya_Pillai,"2026-05-02 09:47:17","2026-05-07 13:30:46","2026-05-07 13:30:46"
228,75,"Slack alerts not firing","DataBridge Analytics configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,High,Resolved,Ananya_Iyer,"2026-06-30 11:26:17","2026-07-01 17:43:06","2026-07-01 17:43:06"
229,338,"SSO login redirects to error page","Ishaan Pillai cannot complete SSO login for FinEdge Capital. Users are redirected to an error page after identity-provider authentication.",Account,High,Resolved,Priya_Sharma,"2026-03-18 08:06:17","2026-03-24 23:06:56","2026-03-24 23:06:56"
230,303,"Dashboard timeout on analytics export","EduPeak Learning is seeing timeout errors when exporting analytics for their FinTech workflow. The issue blocks their weekly operations review.",Technical,Medium,Escalated,Karthik_Nair,"2026-05-16 13:27:17","2026-06-05 11:41:59",NULL
231,432,"Integration with Existing Systems","Rajesh Patel from RetailGenius needs better integration with existing systems.",Integration,Medium,Open,Ravi_Kumar,"2026-06-05 07:05:17","2026-06-07 02:22:15",NULL
232,139,"Automation for EdTech Workflows","Varun Srivastava from NeuralPath AI needs better automation for EdTech workflows.",Technical,High,Open,Arjun_Mehta,"2026-02-14 12:27:17","2026-05-28 12:32:23",NULL
233,242,"Better Reporting for Healthcare Workflows","Sneha Khan from DataBridge Analytics needs better reporting for Healthcare workflows.",Account,Medium,Open,Ananya_Iyer,"2026-06-03 08:07:17","2026-06-17 16:11:08",NULL
234,236,"Better Reporting for Healthcare Workflows","Arjun Davis from SkillForge Academy needs better reporting for Healthcare workflows.",Account,High,Open,Divya_Pillai,"2026-01-06 05:27:17","2026-03-11 07:04:14",NULL
235,342,"Better Analytics for FinTech Workflows","Amanda Davis from SkillForge Academy needs better analytics for FinTech workflows.",Account,Medium,Open,Arjun_Mehta,"2026-01-06 07:19:17","2026-05-17 22:14:31",NULL
236,432,"SSO login redirects to error page","Rajesh Patel cannot complete SSO login for RetailGenius. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Resolved,Priya_Sharma,"2026-06-07 05:41:17","2026-06-07 16:24:02","2026-06-07 16:24:02"
237,139,"Invoice mismatch after renewal","NeuralPath AI reports that the latest Enterprise renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Medium,Resolved,Meera_Joshi,"2026-04-27 13:32:17","2026-04-28 15:16:03","2026-04-28 15:16:03"
238,242,"Invoice mismatch after renewal","DataBridge Analytics reports that the latest Premium renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Closed,Sneha_Reddy,"2026-06-29 11:36:17","2026-07-05 03:06:16","2026-07-05 03:06:16"
239,236,"Legacy CRM import failing","SkillForge Academy is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Critical,Closed,Divya_Pillai,"2026-01-10 02:21:17","2026-01-11 04:09:37","2026-01-11 04:09:37"
240,342,"Dashboard timeout on analytics export","SkillForge Academy is seeing timeout errors when exporting analytics for their FinTech workflow. The issue blocks their weekly operations review.",Technical,Medium,Closed,Karthik_Nair,"2026-03-25 03:04:17","2026-03-28 16:25:44","2026-03-28 16:25:44"
241,491,"Integration Issue for AI/ML SaaS Workflows","Sanjay Smith from BrightMinds Education needs better integration for AI/ML SaaS workflows.",Technical,Medium,Open,Ananya_Iyer,"2026-01-06 12:17:17","2026-06-04 19:48:19",NULL
242,275,"Data Analysis Tools Needed","Kavya Bhatia from DataBridge Analytics needs better data analysis tools.",Technical,Medium,Open,Arjun_Mehta,"2026-06-05 10:50:17","2026-06-27 00:49:45",NULL
243,448,"Financial Education Resources Needed","Gaurav Bhatia from FinEdge Capital needs more financial education resources.",Account,Low,Open,Arjun_Mehta,"2026-05-15 05:03:17","2026-05-30 13:16:35",NULL
244,18,"Better Security Measures Needed for Sensitive Healthcare Data","Aarav Singh from CloudMind Systems needs better security measures for sensitive healthcare data.",Technical,High,Open,Karthik_Nair,"2026-06-05 07:45:17","2026-06-14 03:49:21",NULL
245,31,"Integration Issue for Retail/E-commerce Workflows","Sneha Joshi from FinEdge Capital needs better integration for Retail/E-commerce workflows.",Technical,Medium,Open,Divya_Pillai,"2026-01-06 14:39:17","2026-03-02 15:28:14",NULL
246,491,"Slack alerts not firing","BrightMinds Education configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Closed,Priya_Sharma,"2026-03-21 06:12:17","2026-03-27 01:12:37","2026-03-27 01:12:37"
247,275,"Invoice mismatch after renewal","DataBridge Analytics reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Medium,Resolved,Vikram_Rao,"2026-06-08 04:58:17","2026-06-14 12:23:58","2026-06-14 12:23:58"
248,448,"Slack alerts not firing","FinEdge Capital configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Resolved,Divya_Pillai,"2026-06-18 07:23:17","2026-06-22 11:38:50","2026-06-22 11:38:50"
249,18,"Slack alerts not firing","CloudMind Systems configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Low,Closed,Suresh_Babu,"2026-06-19 03:20:17","2026-06-22 06:38:28","2026-06-22 06:38:28"
250,31,"Slack alerts not firing","FinEdge Capital configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Open,Divya_Pillai,"2026-06-23 04:48:17","2026-06-28 21:17:45",NULL
251,140,"Ananya Reddy - Needs better analytics for EdTech workflows","Ananya needs better analytics tools to improve her EdTech workflow.",Technical,Medium,Open,Ravi_Kumar,"2026-01-06 08:44:17","2026-05-15 21:48:20",NULL
252,83,"Yash Verma - Need better integration with existing systems","Yash needs help integrating his PaySwift FinTech system with other existing platforms.",Integration,High,Open,Suresh_Babu,"2026-06-05 11:14:17","2026-06-22 07:49:37",NULL
253,100,"John Miller - Need for more personalized support","John needs better personalization in the LearnSphere EdTech system.",Onboarding,Low,Open,Sneha_Reddy,"2026-05-21 10:12:17","2026-06-23 21:11:27",NULL
254,388,"Nandini Patel - Need for more personalized learning paths","Nandini needs tailored learning paths in the CloudMind Systems EdTech system.",Technical,Medium,Open,Arjun_Mehta,"2026-06-05 04:55:17","2026-06-22 04:17:46",NULL
255,452,"Zara Singh - Need more personalized support","Zara needs additional personalization in the CuraHealth Systems EdTech system.",Onboarding,Low,Open,Meera_Joshi,"2026-06-05 11:54:17","2026-06-12 06:38:20",NULL
256,140,"Legacy CRM import failing","ShopVault Commerce is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Low,Closed,Ravi_Kumar,"2026-05-03 09:10:17","2026-05-05 18:25:30","2026-05-05 18:25:30"
257,83,"Legacy CRM import failing","PaySwift FinTech is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Medium,Escalated,Karthik_Nair,"2026-06-08 04:49:17","2026-06-13 06:51:25",NULL
258,100,"Dashboard timeout on analytics export","LearnSphere EdTech is seeing timeout errors when exporting analytics for their AI/ML SaaS workflow. The issue blocks their weekly operations review.",Technical,Medium,Open,Karthik_Nair,"2026-05-26 15:01:17","2026-06-11 11:43:32",NULL
259,388,"SSO login redirects to error page","Nandini Patel cannot complete SSO login for CloudMind Systems. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Closed,Vikram_Rao,"2026-06-18 08:43:17","2026-06-24 04:31:53","2026-06-24 04:31:53"
260,452,"Slack alerts not firing","CuraHealth Systems configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,High,Closed,Ananya_Iyer,"2026-06-06 07:02:17","2026-06-07 02:57:40","2026-06-07 02:57:40"
261,389,"Personalized Learning Paths Request","Customer Jessica Davis from CloudMind Systems needs more personalized learning paths to enhance her education experience.",Technical,Medium,Open,Suresh_Babu,"2026-06-05 04:23:17","2026-06-22 02:31:44",NULL
262,279,"Better Data Analysis Tools Request","Farhan Khan from DataBridge Analytics needs better data analysis tools to improve his business insights.",Technical,Medium,Open,Ravi_Kumar,"2026-05-21 11:54:17","2026-07-02 10:38:55",NULL
263,201,"Enhanced Security Measures Request","Nikhil Nair from TechNova Solutions needs better security measures to protect his company's data.",Account,High,Open,Vikram_Rao,"2026-06-05 08:27:17","2026-06-17 01:16:54",NULL
264,64,"Advanced Features Access Request","Pooja Mishra from MarketPulse AI needs better access to advanced features and technical support.",Technical,High,Open,Meera_Joshi,"2026-03-22 08:31:17","2026-06-22 12:24:42",NULL
265,276,"E-commerce Tools Request","Lakshmi Reddy from ShopVault Commerce needs better e-commerce tools to improve her business operations.",Onboarding,Medium,Open,Priya_Sharma,"2026-05-25 03:31:17","2026-06-12 22:56:33",NULL
266,389,"SSO login redirects to error page","Jessica Davis cannot complete SSO login for CloudMind Systems. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Resolved,Divya_Pillai,"2026-06-14 08:25:17","2026-06-20 14:49:40","2026-06-20 14:49:40"
267,279,"Legacy CRM import failing","DataBridge Analytics is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,High,Closed,Karthik_Nair,"2026-06-04 10:33:17","2026-06-04 23:02:46","2026-06-04 23:02:46"
268,201,"SSO login redirects to error page","Nikhil Nair cannot complete SSO login for TechNova Solutions. Users are redirected to an error page after identity-provider authentication.",Account,High,Closed,Vikram_Rao,"2026-06-10 06:42:17","2026-06-14 02:25:53","2026-06-14 02:25:53"
269,64,"Legacy CRM import failing","MarketPulse AI is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Medium,Escalated,Suresh_Babu,"2026-06-10 08:12:17","2026-06-26 15:01:19",NULL
270,276,"Dashboard timeout on analytics export","ShopVault Commerce is seeing timeout errors when exporting analytics for their FinTech workflow. The issue blocks their weekly operations review.",Technical,Medium,"In Progress",Vikram_Rao,"2026-07-01 11:09:17","2026-07-04 00:24:55",NULL
271,235,"Integration Issue with Healthcare Workflows","Sneha Chopra needs better integration for Healthcare workflows.",Integration,Medium,Open,Karthik_Nair,"2026-05-11 07:45:17","2026-06-17 04:15:03",NULL
272,81,"Enhanced Security Features Needed","Akash Kumar needs better security features.",Technical,Medium,Open,Sneha_Reddy,"2026-06-05 06:37:17","2026-06-27 19:20:35",NULL
273,123,"Personalization in Customer Journey","Riya Saxena needs more personalization in the customer journey.",Onboarding,Medium,Open,Sneha_Reddy,"2026-06-05 14:01:17","2026-06-29 15:15:35",NULL
274,488,"Reporting for AI/ML SaaS Workflows","Lakshmi Gupta needs better reporting for AI/ML SaaS workflows.",Integration,Medium,Open,Vikram_Rao,"2026-02-15 10:15:17","2026-06-25 12:18:51",NULL
275,288,"Efficient Software Development Tools Needed","Harini Sharma needs more efficient software development tools.",Technical,Medium,Open,Ananya_Iyer,"2026-05-18 04:07:17","2026-07-02 15:16:04",NULL
276,235,"SSO login redirects to error page","Sneha Chopra cannot complete SSO login for LearnSphere EdTech. Users are redirected to an error page after identity-provider authentication.",Account,Low,Resolved,Karthik_Nair,"2026-06-27 06:15:17","2026-06-29 02:58:37","2026-06-29 02:58:37"
277,81,"Invoice mismatch after renewal","SecureVault FinTech reports that the latest Premium renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Resolved,Divya_Pillai,"2026-06-16 10:03:17","2026-06-21 17:03:53","2026-06-21 17:03:53"
278,123,"Legacy CRM import failing","TechNova Solutions is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Low,Closed,Arjun_Mehta,"2026-06-17 07:12:17","2026-06-17 07:23:12","2026-06-17 07:23:12"
279,488,"SSO login redirects to error page","Lakshmi Gupta cannot complete SSO login for NeuralPath AI. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Closed,Meera_Joshi,"2026-04-17 13:57:17","2026-04-20 17:31:38","2026-04-20 17:31:38"
280,288,"Legacy CRM import failing","CloudMind Systems is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,High,Resolved,Sneha_Reddy,"2026-06-04 12:53:17","2026-06-05 22:24:04","2026-06-05 22:24:04"
281,440,"Project Management Tools","Sarah Das from TechNova Solutions needs better project management tools.",Technical,Medium,Open,Divya_Pillai,"2026-05-24 13:03:17","2026-05-29 00:12:17",NULL
282,337,"Customer Support","Jessica Johnson from NeuralPath AI needs better customer support.",Account,High,Open,Meera_Joshi,"2026-01-06 11:02:17","2026-01-20 19:19:37",NULL
283,51,"Data Visualization Needs","Meera Kumar from NeuralPath AI needs better data visualization tools.",Technical,Medium,Open,Vikram_Rao,"2026-03-02 07:01:17","2026-04-15 09:10:06",NULL
284,295,"Access to Advanced Features","Meera Mukherjee from EduPeak Learning needs better access to advanced features.",Technical,High,Open,Vikram_Rao,"2026-06-05 07:13:17","2026-06-06 07:12:17",NULL
285,113,"Financial Planning Tools","Nisha Das from TechNova Solutions needs better financial planning tools.",Technical,Medium,Open,Arjun_Mehta,"2026-06-04 14:21:17","2026-06-17 20:12:03",NULL
286,440,"Slack alerts not firing","TechNova Solutions configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Critical,"In Progress",Suresh_Babu,"2026-06-05 02:29:17","2026-07-01 04:27:31",NULL
287,337,"Slack alerts not firing","NeuralPath AI configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Resolved,Divya_Pillai,"2026-02-05 14:45:17","2026-02-05 18:51:04","2026-02-05 18:51:04"
288,51,"Invoice mismatch after renewal","NeuralPath AI reports that the latest Enterprise renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Low,Closed,Priya_Sharma,"2026-04-01 08:17:17","2026-04-02 15:35:31","2026-04-02 15:35:31"
289,295,"Legacy CRM import failing","EduPeak Learning is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Medium,Closed,Suresh_Babu,"2026-06-13 03:14:17","2026-06-17 04:28:41","2026-06-17 04:28:41"
290,113,"Legacy CRM import failing","TechNova Solutions is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,High,Resolved,Divya_Pillai,"2026-06-19 02:50:17","2026-06-19 13:05:46","2026-06-19 13:05:46"
291,435,"Integration with Existing Systems","Jessica Saxena needs better integration with her existing systems.",Technical,Medium,Open,Divya_Pillai,"2026-06-05 12:30:17","2026-06-17 10:39:02",NULL
292,425,"Personalized Support","Ananya Khan needs more personalized support from the Customer Success team.",Account,Medium,Open,Suresh_Babu,"2026-06-05 06:39:17","2026-06-07 05:48:26",NULL
293,146,"Better Analytics for EdTech Workflows","Tanvi Kumar needs better analytics tools to improve her EdTech workflows.",Technical,High,Open,Vikram_Rao,"2026-01-06 14:42:17","2026-02-14 21:44:41",NULL
294,197,"Advanced Financial Tools Needed","Divya Das needs advanced financial tools to support her FinTech business.",Technical,High,Open,Sneha_Reddy,"2026-03-07 10:40:17","2026-05-22 06:31:19",NULL
295,311,"Reducing Shipping Costs","Sneha Garcia needs help reducing shipping costs for her Retail/E-commerce business.",Billing,Low,Open,Suresh_Babu,"2026-06-05 10:34:17","2026-06-06 15:14:32",NULL
296,435,"SSO login redirects to error page","Jessica Saxena cannot complete SSO login for RetailGenius. Users are redirected to an error page after identity-provider authentication.",Account,High,Resolved,Arjun_Mehta,"2026-06-14 05:42:17","2026-06-20 13:48:51","2026-06-20 13:48:51"
297,425,"Dashboard timeout on analytics export","BrightMinds Education is seeing timeout errors when exporting analytics for their AI/ML SaaS workflow. The issue blocks their weekly operations review.",Technical,Medium,Closed,Sneha_Reddy,"2026-07-03 07:30:17","2026-07-03 09:15:30","2026-07-03 09:15:30"
298,146,"Invoice mismatch after renewal","LearnSphere EdTech reports that the latest Enterprise renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Medium,Closed,Divya_Pillai,"2026-01-09 08:59:17","2026-01-15 00:40:27","2026-01-15 00:40:27"
299,197,"Slack alerts not firing","FinEdge Capital configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Closed,Ananya_Iyer,"2026-05-11 10:56:17","2026-05-17 02:57:08","2026-05-17 02:57:08"
300,311,"Legacy CRM import failing","TechNova Solutions is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Low,Closed,Vikram_Rao,"2026-06-10 02:38:17","2026-06-13 22:10:47","2026-06-13 22:10:47"
301,267,"Need better customer support","Customer Robert Mishra needs more assistance with their account and product inquiries.",Technical,Medium,Open,Karthik_Nair,"2026-06-05 05:26:17","2026-06-12 01:04:33",NULL
302,48,"Need for better data security","Chief Information Officer Nandini Mukherjee needs enhanced protection against cyber threats.",Billing,High,Open,Vikram_Rao,"2026-02-25 06:51:17","2026-05-27 19:43:09",NULL
303,499,"Need for more advanced cybersecurity tools","IT Support Specialist Bhavna Chakraborty requires additional security features to protect their data.",Account,Medium,Open,Suresh_Babu,"2026-06-05 05:51:17","2026-07-02 23:18:29",NULL
304,427,"Need better integration with existing systems","Sales Associate Farhan Joshi seeks improved compatibility between their system and the company's offerings.",Integration,Low,Open,Vikram_Rao,"2026-06-05 04:40:17","2026-06-15 15:18:56",NULL
305,134,"Need for more personalized marketing","Customer Support Manager Tanvi Khan requests tailored strategies to enhance their brand's appeal.",Onboarding,High,Open,Arjun_Mehta,"2026-05-27 07:28:17","2026-06-23 23:58:09",NULL
306,267,"Slack alerts not firing","BrightMinds Education configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,Medium,Closed,Ravi_Kumar,"2026-06-14 10:53:17","2026-06-19 11:16:01","2026-06-19 11:16:01"
307,48,"SSO login redirects to error page","Nandini Mukherjee cannot complete SSO login for SecureVault FinTech. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Closed,Sneha_Reddy,"2026-05-23 03:40:17","2026-05-29 02:26:58","2026-05-29 02:26:58"
308,499,"SSO login redirects to error page","Bhavna Chakraborty cannot complete SSO login for SecureVault FinTech. Users are redirected to an error page after identity-provider authentication.",Account,Critical,Closed,Karthik_Nair,"2026-07-02 08:17:17","2026-07-03 08:44:53","2026-07-03 08:44:53"
309,427,"Invoice mismatch after renewal","RetailGenius reports that the latest Free renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,High,Resolved,Sneha_Reddy,"2026-06-26 12:10:17","2026-06-27 20:53:54","2026-06-27 20:53:54"
310,134,"Invoice mismatch after renewal","RetailGenius reports that the latest Premium renewal invoice does not match their active seat count. The finance team needs a corrected invoice before month-end reconciliation.",Billing,Low,Open,Suresh_Babu,"2026-06-02 12:52:17","2026-06-05 01:15:38",NULL
311,328,"Need for more intuitive interface","Aryan Bhatia from NeuralPath AI needs a more intuitive interface.",Technical,Medium,Open,Karthik_Nair,"2026-06-03 09:25:17","2026-06-18 18:21:06",NULL
312,80,"Need better access to patient data","Tanvi Saxena from CuraHealth Systems needs better access to patient data.",Technical,Medium,Open,Priya_Sharma,"2026-06-05 14:37:17","2026-06-12 01:13:01",NULL
313,453,"Lack of customer support","Meera Patel from DataBridge Analytics needs better customer support.",Account,Low,Open,Arjun_Mehta,"2026-05-21 08:16:17","2026-07-04 20:49:24",NULL
314,412,"Needs better analytics for AI/ML SaaS workflows","Aarav Bhatia from BrightMinds Education needs better analytics for AI/ML SaaS workflows.",Technical,High,Open,Karthik_Nair,"2026-01-06 09:47:17","2026-05-27 09:24:52",NULL
315,486,"Needs better automation for AI/ML SaaS workflows","Meera Brown from CloudMind Systems needs better automation for AI/ML SaaS workflows.",Technical,High,Open,Arjun_Mehta,"2026-01-08 02:21:17","2026-06-05 01:14:00",NULL
316,328,"Slack alerts not firing","NeuralPath AI configured Slack alerts for support updates, but no messages are being delivered to their operations channel.",Integration,High,Escalated,Sneha_Reddy,"2026-06-14 06:06:17","2026-06-20 23:40:18",NULL
317,80,"SSO login redirects to error page","Tanvi Saxena cannot complete SSO login for CuraHealth Systems. Users are redirected to an error page after identity-provider authentication.",Account,High,Resolved,Vikram_Rao,"2026-06-13 05:24:17","2026-06-14 08:24:21","2026-06-14 08:24:21"
318,453,"SSO login redirects to error page","Meera Patel cannot complete SSO login for DataBridge Analytics. Users are redirected to an error page after identity-provider authentication.",Account,Medium,Resolved,Vikram_Rao,"2026-06-18 04:09:17","2026-06-24 01:46:13","2026-06-24 01:46:13"
319,412,"Legacy CRM import failing","BrightMinds Education is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,High,Resolved,Meera_Joshi,"2026-06-27 09:47:17","2026-06-29 04:11:38","2026-06-29 04:11:38"
320,486,"Legacy CRM import failing","CloudMind Systems is migrating historical customer data, but the import fails during validation. Their onboarding timeline is at risk.",Onboarding,Low,Escalated,Priya_Sharma,"2026-04-29 14:44:17","2026-06-07 18:16:59",NULL
